file,label
17876.wav,fake
17877.wav,fake
17878.wav,fake
17879.wav,real
17880.wav,fake
17881.wav,real
17882.wav,real
17883.wav,real
17884.wav,real
17885.wav,real
17886.wav,real
17887.wav,real
17888.wav,fake
17889.wav,real
17890.wav,fake
17891.wav,fake
17892.wav,real
17893.wav,real
17894.wav,fake
17895.wav,fake
17896.wav,real
17897.wav,real
17898.wav,real
17899.wav,fake
17900.wav,fake
17901.wav,real
17902.wav,real
17903.wav,fake
17904.wav,real
17905.wav,real
17906.wav,real
17907.wav,fake
17908.wav,real
17909.wav,fake
17910.wav,fake
17911.wav,real
17912.wav,real
17913.wav,real
17914.wav,real
17915.wav,fake
17916.wav,fake
17917.wav,fake
17918.wav,real
17919.wav,fake
17920.wav,real
17921.wav,real
17922.wav,fake
17923.wav,fake
17924.wav,real
17925.wav,real
17926.wav,real
17927.wav,fake
17928.wav,fake
17929.wav,real
17930.wav,fake
17931.wav,real
17932.wav,real
17933.wav,real
17934.wav,real
17935.wav,fake
17936.wav,fake
17937.wav,real
17938.wav,fake
17939.wav,real
17940.wav,fake
17941.wav,real
17942.wav,real
17943.wav,real
17944.wav,real
17945.wav,real
17946.wav,real
17947.wav,real
17948.wav,real
17949.wav,real
17950.wav,fake
17951.wav,real
17952.wav,real
17953.wav,real
17954.wav,fake
17955.wav,real
17956.wav,real
17957.wav,real
17958.wav,real
17959.wav,real
17960.wav,real
17961.wav,real
17962.wav,real
17963.wav,real
17964.wav,fake
17965.wav,fake
17966.wav,real
17967.wav,real
17968.wav,fake
17969.wav,fake
17970.wav,real
17971.wav,real
17972.wav,real
17973.wav,real
17974.wav,real
17975.wav,fake
17976.wav,real
17977.wav,real
17978.wav,real
17979.wav,fake
17980.wav,fake
17981.wav,fake
17982.wav,real
17983.wav,real
17984.wav,real
17985.wav,real
17986.wav,real
17987.wav,real
17988.wav,real
17989.wav,real
17990.wav,real
17991.wav,fake
17992.wav,real
17993.wav,real
17994.wav,real
17995.wav,real
17996.wav,real
17997.wav,fake
17998.wav,real
17999.wav,real
18000.wav,real
18001.wav,fake
18002.wav,fake
18003.wav,real
18004.wav,fake
18005.wav,fake
18006.wav,real
18007.wav,fake
18008.wav,real
18009.wav,real
18010.wav,real
18011.wav,real
18012.wav,real
18013.wav,fake
18014.wav,real
18015.wav,real
18016.wav,real
18017.wav,fake
18018.wav,fake
18019.wav,real
18020.wav,fake
18021.wav,fake
18022.wav,fake
18023.wav,real
18024.wav,real
18025.wav,fake
18026.wav,real
18027.wav,fake
18028.wav,fake
18029.wav,fake
18030.wav,real
18031.wav,fake
18032.wav,fake
18033.wav,real
18034.wav,real
18035.wav,fake
18036.wav,fake
18037.wav,fake
18038.wav,real
18039.wav,real
18040.wav,real
18041.wav,real
18042.wav,fake
18043.wav,fake
18044.wav,fake
18045.wav,real
18046.wav,real
18047.wav,real
18048.wav,fake
18049.wav,real
18050.wav,real
18051.wav,real
18052.wav,real
18053.wav,real
18054.wav,fake
18055.wav,real
18056.wav,real
18057.wav,real
18058.wav,fake
18059.wav,real
18060.wav,fake
18061.wav,fake
18062.wav,real
18063.wav,real
18064.wav,real
18065.wav,real
18066.wav,real
18067.wav,real
18068.wav,real
18069.wav,fake
18070.wav,real
18071.wav,real
18072.wav,fake
18073.wav,real
18074.wav,real
18075.wav,fake
18076.wav,fake
18077.wav,real
18078.wav,real
18079.wav,fake
18080.wav,real
18081.wav,fake
18082.wav,real
18083.wav,real
18084.wav,fake
18085.wav,real
18086.wav,fake
18087.wav,real
18088.wav,fake
18089.wav,real
18090.wav,real
18091.wav,fake
18092.wav,real
18093.wav,fake
18094.wav,real
18095.wav,real
18096.wav,real
18097.wav,real
18098.wav,real
18099.wav,real
18100.wav,fake
18101.wav,real
18102.wav,fake
18103.wav,real
18104.wav,real
18105.wav,real
18106.wav,real
18107.wav,real
18108.wav,fake
18109.wav,fake
18110.wav,fake
18111.wav,fake
18112.wav,fake
18113.wav,fake
18114.wav,real
18115.wav,real
18116.wav,fake
18117.wav,real
18118.wav,fake
18119.wav,fake
18120.wav,real
18121.wav,real
18122.wav,real
18123.wav,fake
18124.wav,fake
18125.wav,real
18126.wav,real
18127.wav,real
18128.wav,real
18129.wav,real
18130.wav,fake
18131.wav,fake
18132.wav,real
18133.wav,real
18134.wav,fake
18135.wav,real
18136.wav,real
18137.wav,real
18138.wav,real
18139.wav,fake
18140.wav,real
18141.wav,real
18142.wav,fake
18143.wav,real
18144.wav,real
18145.wav,fake
18146.wav,real
18147.wav,real
18148.wav,real
18149.wav,real
18150.wav,fake
18151.wav,fake
18152.wav,real
18153.wav,fake
18154.wav,fake
18155.wav,real
18156.wav,real
18157.wav,real
18158.wav,real
18159.wav,fake
18160.wav,fake
18161.wav,real
18162.wav,fake
18163.wav,fake
18164.wav,real
18165.wav,real
18166.wav,real
18167.wav,fake
18168.wav,fake
18169.wav,real
18170.wav,real
18171.wav,fake
18172.wav,real
18173.wav,fake
18174.wav,real
18175.wav,real
18176.wav,fake
18177.wav,fake
18178.wav,fake
18179.wav,real
18180.wav,real
18181.wav,fake
18182.wav,real
18183.wav,real
18184.wav,real
18185.wav,real
18186.wav,real
18187.wav,real
18188.wav,real
18189.wav,fake
18190.wav,real
18191.wav,real
18192.wav,fake
18193.wav,real
18194.wav,real
18195.wav,fake
18196.wav,fake
18197.wav,fake
18198.wav,fake
18199.wav,real
18200.wav,real
18201.wav,real
18202.wav,real
18203.wav,real
18204.wav,real
18205.wav,fake
18206.wav,fake
18207.wav,real
18208.wav,real
18209.wav,fake
18210.wav,fake
18211.wav,real
18212.wav,real
18213.wav,fake
18214.wav,fake
18215.wav,fake
18216.wav,fake
18217.wav,real
18218.wav,real
18219.wav,fake
18220.wav,fake
18221.wav,real
18222.wav,real
18223.wav,real
18224.wav,real
18225.wav,real
18226.wav,fake
18227.wav,real
18228.wav,real
18229.wav,real
18230.wav,real
18231.wav,real
18232.wav,real
18233.wav,real
18234.wav,fake
18235.wav,real
18236.wav,fake
18237.wav,real
18238.wav,real
18239.wav,fake
18240.wav,fake
18241.wav,real
18242.wav,real
18243.wav,real
18244.wav,real
18245.wav,real
18246.wav,real
18247.wav,real
18248.wav,real
18249.wav,fake
18250.wav,real
18251.wav,fake
18252.wav,fake
18253.wav,fake
18254.wav,fake
18255.wav,real
18256.wav,real
18257.wav,real
18258.wav,real
18259.wav,real
18260.wav,fake
18261.wav,fake
18262.wav,real
18263.wav,fake
18264.wav,fake
18265.wav,real
18266.wav,fake
18267.wav,fake
18268.wav,real
18269.wav,fake
18270.wav,fake
18271.wav,fake
18272.wav,real
18273.wav,real
18274.wav,fake
18275.wav,real
18276.wav,real
18277.wav,fake
18278.wav,fake
18279.wav,fake
18280.wav,fake
18281.wav,fake
18282.wav,fake
18283.wav,real
18284.wav,real
18285.wav,real
18286.wav,real
18287.wav,fake
18288.wav,real
18289.wav,real
18290.wav,real
18291.wav,fake
18292.wav,fake
18293.wav,real
18294.wav,real
18295.wav,fake
18296.wav,fake
18297.wav,fake
18298.wav,real
18299.wav,fake
18300.wav,fake
18301.wav,real
18302.wav,fake
18303.wav,fake
18304.wav,real
18305.wav,real
18306.wav,fake
18307.wav,real
18308.wav,real
18309.wav,real
18310.wav,real
18311.wav,real
18312.wav,real
18313.wav,real
18314.wav,real
18315.wav,real
18316.wav,real
18317.wav,real
18318.wav,real
18319.wav,fake
18320.wav,fake
18321.wav,fake
18322.wav,real
18323.wav,fake
18324.wav,real
18325.wav,fake
18326.wav,fake
18327.wav,real
18328.wav,fake
18329.wav,real
18330.wav,fake
18331.wav,fake
18332.wav,real
18333.wav,real
18334.wav,fake
18335.wav,real
18336.wav,real
18337.wav,real
18338.wav,real
18339.wav,fake
18340.wav,fake
18341.wav,fake
18342.wav,fake
18343.wav,fake
18344.wav,real
18345.wav,fake
18346.wav,real
18347.wav,real
18348.wav,real
18349.wav,real
18350.wav,real
18351.wav,fake
18352.wav,real
18353.wav,real
18354.wav,real
18355.wav,real
18356.wav,real
18357.wav,real
18358.wav,fake
18359.wav,fake
18360.wav,real
18361.wav,real
18362.wav,fake
18363.wav,fake
18364.wav,real
18365.wav,real
18366.wav,fake
18367.wav,real
18368.wav,fake
18369.wav,real
18370.wav,fake
18371.wav,fake
18372.wav,fake
18373.wav,real
18374.wav,real
18375.wav,real
18376.wav,real
18377.wav,real
18378.wav,real
18379.wav,fake
18380.wav,real
18381.wav,fake
18382.wav,real
18383.wav,real
18384.wav,fake
18385.wav,real
18386.wav,real
18387.wav,real
18388.wav,real
18389.wav,real
18390.wav,real
18391.wav,real
18392.wav,fake
18393.wav,real
18394.wav,real
18395.wav,fake
18396.wav,real
18397.wav,real
18398.wav,real
18399.wav,fake
18400.wav,real
18401.wav,real
18402.wav,real
18403.wav,real
18404.wav,real
18405.wav,fake
18406.wav,real
18407.wav,real
18408.wav,real
18409.wav,fake
18410.wav,fake
18411.wav,real
18412.wav,fake
18413.wav,real
18414.wav,real
18415.wav,real
18416.wav,fake
18417.wav,real
18418.wav,fake
18419.wav,fake
18420.wav,real
18421.wav,real
18422.wav,fake
18423.wav,fake
18424.wav,real
18425.wav,real
18426.wav,real
18427.wav,real
18428.wav,real
18429.wav,real
18430.wav,fake
18431.wav,fake
18432.wav,real
18433.wav,real
18434.wav,fake
18435.wav,real
18436.wav,fake
18437.wav,real
18438.wav,real
18439.wav,real
18440.wav,real
18441.wav,real
18442.wav,real
18443.wav,fake
18444.wav,real
18445.wav,real
18446.wav,fake
18447.wav,real
18448.wav,real
18449.wav,real
18450.wav,real
18451.wav,real
18452.wav,fake
18453.wav,fake
18454.wav,fake
18455.wav,real
18456.wav,real
18457.wav,real
18458.wav,fake
18459.wav,real
18460.wav,real
18461.wav,fake
18462.wav,real
18463.wav,real
18464.wav,real
18465.wav,fake
18466.wav,fake
18467.wav,fake
18468.wav,real
18469.wav,real
18470.wav,real
18471.wav,real
18472.wav,fake
18473.wav,fake
18474.wav,fake
18475.wav,fake
18476.wav,fake
18477.wav,fake
18478.wav,real
18479.wav,real
18480.wav,fake
18481.wav,real
18482.wav,fake
18483.wav,fake
18484.wav,fake
18485.wav,real
18486.wav,real
18487.wav,real
18488.wav,real
18489.wav,real
18490.wav,real
18491.wav,fake
18492.wav,real
18493.wav,real
18494.wav,real
18495.wav,real
18496.wav,real
18497.wav,real
18498.wav,real
18499.wav,fake
18500.wav,real
18501.wav,fake
18502.wav,real
18503.wav,fake
18504.wav,real
18505.wav,real
18506.wav,real
18507.wav,real
18508.wav,real
18509.wav,fake
18510.wav,real
18511.wav,real
18512.wav,real
18513.wav,fake
18514.wav,fake
18515.wav,real
18516.wav,fake
18517.wav,real
18518.wav,fake
18519.wav,real
18520.wav,fake
18521.wav,real
18522.wav,real
18523.wav,real
18524.wav,real
18525.wav,real
18526.wav,real
18527.wav,fake
18528.wav,real
18529.wav,real
18530.wav,real
18531.wav,real
18532.wav,real
18533.wav,fake
18534.wav,fake
18535.wav,fake
18536.wav,real
18537.wav,fake
18538.wav,fake
18539.wav,real
18540.wav,real
18541.wav,real
18542.wav,real
18543.wav,fake
18544.wav,real
18545.wav,real
18546.wav,real
18547.wav,fake
18548.wav,fake
18549.wav,real
18550.wav,real
18551.wav,real
18552.wav,fake
18553.wav,real
18554.wav,real
18555.wav,real
18556.wav,fake
18557.wav,fake
18558.wav,real
18559.wav,real
18560.wav,real
18561.wav,real
18562.wav,fake
18563.wav,fake
18564.wav,real
18565.wav,real
18566.wav,fake
18567.wav,fake
18568.wav,fake
18569.wav,real
18570.wav,fake
18571.wav,real
18572.wav,fake
18573.wav,fake
18574.wav,real
18575.wav,fake
18576.wav,fake
18577.wav,real
18578.wav,real
18579.wav,real
18580.wav,fake
18581.wav,real
18582.wav,fake
18583.wav,fake
18584.wav,real
18585.wav,real
18586.wav,real
18587.wav,real
18588.wav,fake
18589.wav,fake
18590.wav,real
18591.wav,fake
18592.wav,real
18593.wav,real
18594.wav,real
18595.wav,fake
18596.wav,fake
18597.wav,real
18598.wav,real
18599.wav,real
18600.wav,fake
18601.wav,real
18602.wav,fake
18603.wav,fake
18604.wav,fake
18605.wav,real
18606.wav,real
18607.wav,real
18608.wav,real
18609.wav,real
18610.wav,fake
18611.wav,fake
18612.wav,real
18613.wav,real
18614.wav,fake
18615.wav,real
18616.wav,real
18617.wav,real
18618.wav,real
18619.wav,real
18620.wav,fake
18621.wav,fake
18622.wav,real
18623.wav,real
18624.wav,real
18625.wav,real
18626.wav,real
18627.wav,real
18628.wav,real
18629.wav,fake
18630.wav,fake
18631.wav,real
18632.wav,real
18633.wav,fake
18634.wav,fake
18635.wav,fake
18636.wav,fake
18637.wav,real
18638.wav,real
18639.wav,fake
18640.wav,fake
18641.wav,fake
18642.wav,fake
18643.wav,real
18644.wav,real
18645.wav,real
18646.wav,fake
18647.wav,real
18648.wav,fake
18649.wav,real
18650.wav,real
18651.wav,real
18652.wav,real
18653.wav,real
18654.wav,real
18655.wav,real
18656.wav,real
18657.wav,fake
18658.wav,fake
18659.wav,real
18660.wav,real
18661.wav,fake
18662.wav,real
18663.wav,real
18664.wav,real
18665.wav,real
18666.wav,real
18667.wav,fake
18668.wav,real
18669.wav,fake
18670.wav,real
18671.wav,fake
18672.wav,real
18673.wav,fake
18674.wav,real
18675.wav,fake
18676.wav,real
18677.wav,real
18678.wav,real
18679.wav,real
18680.wav,fake
18681.wav,fake
18682.wav,real
18683.wav,fake
18684.wav,real
18685.wav,real
18686.wav,real
18687.wav,real
18688.wav,real
18689.wav,real
18690.wav,real
18691.wav,real
18692.wav,real
18693.wav,fake
18694.wav,real
18695.wav,real
18696.wav,real
18697.wav,real
18698.wav,real
18699.wav,real
18700.wav,real
18701.wav,real
18702.wav,fake
18703.wav,real
18704.wav,real
18705.wav,fake
18706.wav,real
18707.wav,real
18708.wav,fake
18709.wav,real
18710.wav,fake
18711.wav,real
18712.wav,real
18713.wav,real
18714.wav,fake
18715.wav,real
18716.wav,fake
18717.wav,fake
18718.wav,real
18719.wav,fake
18720.wav,real
18721.wav,real
18722.wav,real
18723.wav,fake
18724.wav,real
18725.wav,real
18726.wav,real
18727.wav,real
18728.wav,real
18729.wav,real
18730.wav,fake
18731.wav,fake
18732.wav,real
18733.wav,real
18734.wav,real
18735.wav,fake
18736.wav,real
18737.wav,real
18738.wav,real
18739.wav,real
18740.wav,fake
18741.wav,real
18742.wav,real
18743.wav,real
18744.wav,real
18745.wav,real
18746.wav,real
18747.wav,real
18748.wav,real
18749.wav,real
18750.wav,fake
18751.wav,real
18752.wav,real
18753.wav,real
18754.wav,real
18755.wav,fake
18756.wav,real
18757.wav,fake
18758.wav,real
18759.wav,real
18760.wav,fake
18761.wav,real
18762.wav,real
18763.wav,real
18764.wav,fake
18765.wav,real
18766.wav,real
18767.wav,real
18768.wav,real
18769.wav,real
18770.wav,real
18771.wav,real
18772.wav,fake
18773.wav,fake
18774.wav,real
18775.wav,fake
18776.wav,real
18777.wav,real
18778.wav,real
18779.wav,real
18780.wav,real
18781.wav,real
18782.wav,fake
18783.wav,real
18784.wav,fake
18785.wav,real
18786.wav,real
18787.wav,real
18788.wav,real
18789.wav,real
18790.wav,real
18791.wav,real
18792.wav,real
18793.wav,real
18794.wav,real
18795.wav,real
18796.wav,fake
18797.wav,fake
18798.wav,fake
18799.wav,real
18800.wav,real
18801.wav,real
18802.wav,real
18803.wav,real
18804.wav,fake
18805.wav,fake
18806.wav,real
18807.wav,fake
18808.wav,real
18809.wav,fake
18810.wav,fake
18811.wav,real
18812.wav,real
18813.wav,fake
18814.wav,real
18815.wav,fake
18816.wav,fake
18817.wav,real
18818.wav,fake
18819.wav,real
18820.wav,real
18821.wav,real
18822.wav,real
18823.wav,fake
18824.wav,fake
18825.wav,fake
18826.wav,fake
18827.wav,real
18828.wav,real
18829.wav,real
18830.wav,real
18831.wav,fake
18832.wav,real
18833.wav,real
18834.wav,fake
18835.wav,real
18836.wav,real
18837.wav,real
18838.wav,real
18839.wav,real
18840.wav,real
18841.wav,real
18842.wav,real
18843.wav,real
18844.wav,fake
18845.wav,fake
18846.wav,real
18847.wav,real
18848.wav,real
18849.wav,real
18850.wav,real
18851.wav,real
18852.wav,fake
18853.wav,real
18854.wav,real
18855.wav,real
18856.wav,fake
18857.wav,fake
18858.wav,real
18859.wav,real
18860.wav,real
18861.wav,real
18862.wav,real
18863.wav,real
18864.wav,real
18865.wav,fake
18866.wav,fake
18867.wav,real
18868.wav,real
18869.wav,fake
18870.wav,real
18871.wav,real
18872.wav,real
18873.wav,fake
18874.wav,fake
18875.wav,real
18876.wav,real
18877.wav,fake
18878.wav,fake
18879.wav,real
18880.wav,fake
18881.wav,real
18882.wav,real
18883.wav,real
18884.wav,real
18885.wav,real
18886.wav,real
18887.wav,real
18888.wav,fake
18889.wav,real
18890.wav,real
18891.wav,fake
18892.wav,fake
18893.wav,real
18894.wav,real
18895.wav,real
18896.wav,fake
18897.wav,real
18898.wav,real
18899.wav,real
18900.wav,real
18901.wav,real
18902.wav,fake
18903.wav,real
18904.wav,real
18905.wav,fake
18906.wav,real
18907.wav,real
18908.wav,fake
18909.wav,real
18910.wav,real
18911.wav,real
18912.wav,real
18913.wav,real
18914.wav,fake
18915.wav,fake
18916.wav,real
18917.wav,fake
18918.wav,fake
18919.wav,fake
18920.wav,fake
18921.wav,real
18922.wav,fake
18923.wav,real
18924.wav,fake
18925.wav,real
18926.wav,real
18927.wav,real
18928.wav,fake
18929.wav,fake
18930.wav,fake
18931.wav,fake
18932.wav,real
18933.wav,fake
18934.wav,real
18935.wav,real
18936.wav,real
18937.wav,fake
18938.wav,fake
18939.wav,real
18940.wav,real
18941.wav,fake
18942.wav,real
18943.wav,fake
18944.wav,fake
18945.wav,fake
18946.wav,fake
18947.wav,real
18948.wav,real
18949.wav,fake
18950.wav,real
18951.wav,real
18952.wav,real
18953.wav,real
18954.wav,real
18955.wav,real
18956.wav,real
18957.wav,real
18958.wav,fake
18959.wav,real
18960.wav,real
18961.wav,real
18962.wav,fake
18963.wav,real
18964.wav,fake
18965.wav,fake
18966.wav,fake
18967.wav,real
18968.wav,fake
18969.wav,real
18970.wav,fake
18971.wav,real
18972.wav,real
18973.wav,real
18974.wav,fake
18975.wav,real
18976.wav,real
18977.wav,fake
18978.wav,fake
18979.wav,fake
18980.wav,fake
18981.wav,fake
18982.wav,fake
18983.wav,real
18984.wav,real
18985.wav,real
18986.wav,real
18987.wav,fake
18988.wav,fake
18989.wav,fake
18990.wav,real
18991.wav,fake
18992.wav,fake
18993.wav,real
18994.wav,real
18995.wav,fake
18996.wav,real
18997.wav,real
18998.wav,real
18999.wav,fake
19000.wav,real
19001.wav,real
19002.wav,real
19003.wav,fake
19004.wav,real
19005.wav,real
19006.wav,real
19007.wav,real
19008.wav,fake
19009.wav,fake
19010.wav,real
19011.wav,real
19012.wav,fake
19013.wav,fake
19014.wav,fake
19015.wav,fake
19016.wav,real
19017.wav,fake
19018.wav,real
19019.wav,real
19020.wav,real
19021.wav,fake
19022.wav,fake
19023.wav,fake
19024.wav,real
19025.wav,fake
19026.wav,real
19027.wav,real
19028.wav,real
19029.wav,real
19030.wav,fake
19031.wav,real
19032.wav,real
19033.wav,real
19034.wav,real
19035.wav,fake
19036.wav,fake
19037.wav,real
19038.wav,real
19039.wav,real
19040.wav,fake
19041.wav,fake
19042.wav,real
19043.wav,fake
19044.wav,real
19045.wav,fake
19046.wav,real
19047.wav,real
19048.wav,real
19049.wav,fake
19050.wav,real
19051.wav,fake
19052.wav,fake
19053.wav,real
19054.wav,fake
19055.wav,real
19056.wav,real
19057.wav,fake
19058.wav,real
19059.wav,real
19060.wav,real
19061.wav,fake
19062.wav,real
19063.wav,real
19064.wav,real
19065.wav,fake
19066.wav,real
19067.wav,real
19068.wav,fake
19069.wav,real
19070.wav,real
19071.wav,real
19072.wav,real
19073.wav,fake
19074.wav,real
19075.wav,fake
19076.wav,real
19077.wav,fake
19078.wav,fake
19079.wav,fake
19080.wav,real
19081.wav,real
19082.wav,real
19083.wav,real
19084.wav,real
19085.wav,real
19086.wav,real
19087.wav,fake
19088.wav,fake
19089.wav,real
19090.wav,fake
19091.wav,real
19092.wav,real
19093.wav,real
19094.wav,real
19095.wav,real
19096.wav,fake
19097.wav,fake
19098.wav,real
19099.wav,real
19100.wav,real
19101.wav,real
19102.wav,fake
19103.wav,real
19104.wav,fake
19105.wav,fake
19106.wav,fake
19107.wav,real
19108.wav,real
19109.wav,real
19110.wav,fake
19111.wav,real
19112.wav,real
19113.wav,fake
19114.wav,fake
19115.wav,real
19116.wav,real
19117.wav,real
19118.wav,real
19119.wav,fake
19120.wav,fake
19121.wav,real
19122.wav,real
19123.wav,real
19124.wav,real
19125.wav,real
19126.wav,real
19127.wav,real
19128.wav,real
19129.wav,fake
19130.wav,real
19131.wav,real
19132.wav,real
19133.wav,fake
19134.wav,real
19135.wav,fake
19136.wav,real
19137.wav,real
19138.wav,fake
19139.wav,fake
19140.wav,real
19141.wav,fake
19142.wav,fake
19143.wav,real
19144.wav,real
19145.wav,real
19146.wav,real
19147.wav,fake
19148.wav,real
19149.wav,real
19150.wav,real
19151.wav,fake
19152.wav,fake
19153.wav,real
19154.wav,real
19155.wav,fake
19156.wav,real
19157.wav,fake
19158.wav,fake
19159.wav,real
19160.wav,fake
19161.wav,real
19162.wav,fake
19163.wav,real
19164.wav,real
19165.wav,real
19166.wav,real
19167.wav,fake
19168.wav,fake
19169.wav,fake
19170.wav,real
19171.wav,real
19172.wav,fake
19173.wav,real
19174.wav,real
19175.wav,real
19176.wav,real
19177.wav,real
19178.wav,real
19179.wav,real
19180.wav,real
19181.wav,real
19182.wav,fake
19183.wav,fake
19184.wav,fake
19185.wav,fake
19186.wav,fake
19187.wav,fake
19188.wav,fake
19189.wav,real
19190.wav,fake
19191.wav,fake
19192.wav,fake
19193.wav,fake
19194.wav,fake
19195.wav,real
19196.wav,real
19197.wav,fake
19198.wav,real
19199.wav,real
19200.wav,real
19201.wav,real
19202.wav,real
19203.wav,real
19204.wav,fake
19205.wav,real
19206.wav,fake
19207.wav,fake
19208.wav,fake
19209.wav,fake
19210.wav,real
19211.wav,real
19212.wav,real
19213.wav,real
19214.wav,fake
19215.wav,real
19216.wav,real
19217.wav,real
19218.wav,real
19219.wav,fake
19220.wav,fake
19221.wav,real
19222.wav,real
19223.wav,real
19224.wav,real
19225.wav,real
19226.wav,real
19227.wav,fake
19228.wav,real
19229.wav,real
19230.wav,real
19231.wav,real
19232.wav,fake
19233.wav,fake
19234.wav,real
19235.wav,real
19236.wav,real
19237.wav,fake
19238.wav,real
19239.wav,real
19240.wav,real
19241.wav,real
19242.wav,real
19243.wav,fake
19244.wav,fake
19245.wav,real
19246.wav,real
19247.wav,real
19248.wav,real
19249.wav,fake
19250.wav,real
19251.wav,fake
19252.wav,fake
19253.wav,real
19254.wav,fake
19255.wav,real
19256.wav,fake
19257.wav,real
19258.wav,fake
19259.wav,real
19260.wav,real
19261.wav,real
19262.wav,real
19263.wav,fake
19264.wav,fake
19265.wav,real
19266.wav,fake
19267.wav,real
19268.wav,real
19269.wav,fake
19270.wav,real
19271.wav,fake
19272.wav,real
19273.wav,real
19274.wav,real
19275.wav,fake
19276.wav,real
19277.wav,real
19278.wav,fake
19279.wav,real
19280.wav,real
19281.wav,fake
19282.wav,real
19283.wav,fake
19284.wav,fake
19285.wav,real
19286.wav,real
19287.wav,real
19288.wav,real
19289.wav,fake
19290.wav,fake
19291.wav,fake
19292.wav,fake
19293.wav,real
19294.wav,real
19295.wav,real
19296.wav,real
19297.wav,real
19298.wav,fake
19299.wav,real
19300.wav,fake
19301.wav,fake
19302.wav,real
19303.wav,real
19304.wav,fake
19305.wav,fake
19306.wav,real
19307.wav,fake
19308.wav,real
19309.wav,real
19310.wav,real
19311.wav,real
19312.wav,real
19313.wav,real
19314.wav,fake
19315.wav,fake
19316.wav,real
19317.wav,real
19318.wav,real
19319.wav,real
19320.wav,real
19321.wav,fake
19322.wav,fake
19323.wav,real
19324.wav,real
19325.wav,real
19326.wav,fake
19327.wav,fake
19328.wav,real
19329.wav,fake
19330.wav,real
19331.wav,real
19332.wav,real
19333.wav,real
19334.wav,real
19335.wav,fake
19336.wav,fake
19337.wav,fake
19338.wav,real
19339.wav,real
19340.wav,real
19341.wav,fake
19342.wav,real
19343.wav,real
19344.wav,real
19345.wav,fake
19346.wav,real
19347.wav,fake
19348.wav,real
19349.wav,real
19350.wav,real
19351.wav,real
19352.wav,real
19353.wav,real
19354.wav,real
19355.wav,fake
19356.wav,real
19357.wav,real
19358.wav,real
19359.wav,fake
19360.wav,real
19361.wav,real
19362.wav,real
19363.wav,real
19364.wav,fake
19365.wav,fake
19366.wav,real
19367.wav,fake
19368.wav,real
19369.wav,real
19370.wav,real
19371.wav,fake
19372.wav,fake
19373.wav,real
19374.wav,fake
19375.wav,real
19376.wav,real
19377.wav,real
19378.wav,fake
19379.wav,real
19380.wav,fake
19381.wav,real
19382.wav,fake
19383.wav,real
19384.wav,fake
19385.wav,fake
19386.wav,real
19387.wav,fake
19388.wav,real
19389.wav,fake
19390.wav,fake
19391.wav,fake
19392.wav,real
19393.wav,fake
19394.wav,fake
19395.wav,real
19396.wav,fake
19397.wav,real
19398.wav,real
19399.wav,fake
19400.wav,real
19401.wav,real
19402.wav,real
19403.wav,real
19404.wav,real
19405.wav,fake
19406.wav,real
19407.wav,real
19408.wav,fake
19409.wav,fake
19410.wav,real
19411.wav,fake
19412.wav,real
19413.wav,real
19414.wav,real
19415.wav,real
19416.wav,real
19417.wav,real
19418.wav,real
19419.wav,real
19420.wav,real
19421.wav,real
19422.wav,real
19423.wav,real
19424.wav,real
19425.wav,real
19426.wav,fake
19427.wav,real
19428.wav,real
19429.wav,real
19430.wav,real
19431.wav,fake
19432.wav,fake
19433.wav,real
19434.wav,real
19435.wav,fake
19436.wav,real
19437.wav,real
19438.wav,fake
19439.wav,real
19440.wav,real
19441.wav,fake
19442.wav,real
19443.wav,fake
19444.wav,real
19445.wav,fake
19446.wav,real
19447.wav,fake
19448.wav,fake
19449.wav,real
19450.wav,fake
19451.wav,real
19452.wav,fake
19453.wav,fake
19454.wav,real
19455.wav,fake
19456.wav,fake
19457.wav,real
19458.wav,real
19459.wav,real
19460.wav,fake
19461.wav,fake
19462.wav,fake
19463.wav,real
19464.wav,real
19465.wav,real
19466.wav,real
19467.wav,real
19468.wav,real
19469.wav,real
19470.wav,real
19471.wav,real
19472.wav,real
19473.wav,real
19474.wav,fake
19475.wav,real
19476.wav,fake
19477.wav,real
19478.wav,fake
19479.wav,real
19480.wav,real
19481.wav,fake
19482.wav,real
19483.wav,fake
19484.wav,fake
19485.wav,fake
19486.wav,real
19487.wav,fake
19488.wav,fake
19489.wav,fake
19490.wav,real
19491.wav,fake
19492.wav,real
19493.wav,real
19494.wav,fake
19495.wav,fake
19496.wav,real
19497.wav,real
19498.wav,fake
19499.wav,fake
19500.wav,fake
19501.wav,fake
19502.wav,real
19503.wav,fake
19504.wav,fake
19505.wav,real
19506.wav,real
19507.wav,real
19508.wav,real
19509.wav,real
19510.wav,fake
19511.wav,fake
19512.wav,real
19513.wav,real
19514.wav,real
19515.wav,real
19516.wav,fake
19517.wav,real
19518.wav,fake
19519.wav,real
19520.wav,fake
19521.wav,fake
19522.wav,real
19523.wav,fake
19524.wav,real
19525.wav,real
19526.wav,real
19527.wav,fake
19528.wav,fake
19529.wav,real
19530.wav,real
19531.wav,real
19532.wav,real
19533.wav,real
19534.wav,real
19535.wav,fake
19536.wav,real
19537.wav,fake
19538.wav,fake
19539.wav,real
19540.wav,fake
19541.wav,fake
19542.wav,fake
19543.wav,real
19544.wav,real
19545.wav,fake
19546.wav,real
19547.wav,real
